text,airline_sentiment
"['knew', 'done', 'gate', 'correct', 'time', 'gate', 'open']",neutral
"['philly', 'lost', 'read', 'program', 'customer', 'get', 'hot', 'tea', 'great', 'remembers', 'top', 'notch', 'info', 'amp', 'book']",positive
"['flight', '152', 'n559jb', 'here', 'looking', 'blue', 'kid', 'departs', 'route']",neutral
"['punt', 'can', 'enjoy', 'weather', 'n', 'see', 'wife', 'family']",neutral
"['glad', 'see', 'going', 'fix', 'please', 'dm', 'confirmation', 'check']",positive
"['lost', 'business', 'enjoy', 'profit']",negative
"['would', 'drive', '2', '12', 'hour', 'jfk', 'board', 'jetblue', 'vega', 'instead', 'closer', 'hartford', 'airport', 'ramming', 'seat', 'planned']",negative
"['sure', 'tape', 'work', 'airline', 'jetblue', 'different']",neutral
"['call', 'thank']",positive
"['yes', 'today', 'flight', 'full', 'said', 'gate', 'brown', 'sad', 'angry', 'posting']",negative
"['departing', 'flight', 'boston', 'heavily', 'delayed', 'flying', 'tomorrow', 'morning']",neutral
"['still', 'love', 'guy', 'get', 'vega', 'already', 'sun', 'palm', 'tree', 'airplane', 'cocktail', 'glass', 'game', 'die']",positive
"['gary', 'serving', 'u', 'all', 'airport', 'counter', 'really', 'true', 'blue', 'make', 'feel', 'home', 'even', 'jetblue', 'flight', 'delayed']",positive
"['way', 'switch', 'earlier', 'flight', 'jfk', 'even', 'checked', 'bag']",neutral
"['flight', 'delay', 'horrible', 'planning', 'jet', 'blue', 'jetblue']",negative
"['insane', 'laziness', 'seen', 'jet', 'blue', 'today', 'newark', 'delayed', '3', 'hour', 'waiting', 'pilot', 'jetblue']",negative
"['hi', 'upcoming', 'flight', '2168', 'west', 'palm', 'hp', 'fly']",neutral
"['tried', 'lovely', 'customer', 'service', 'thank']",positive
"['happy', 'accommodate', 'peanuttreenut', 'allergy', 'flight', '1st', 'online', 'cover', 'air', 'provider']",positive
"['always', 'happy', 'help']",positive
"['landed', 'thank', 'anyway', 'btw', 'flight', 'staff', 'flight', '654', 'wonderful', 'despite', 'full', 'day', 'heavy', 'load']",positive
"['delayed', 'arrives']",negative
"['highlight', 'delayed', 'freeconcert']",negative
"['whose', 'performing', 't5']",negative
"['50', '2nd', 'bag', '1st', 'bag', 'full']",neutral
"['flight', '894', 'first', 'officer', 'even', 'airport', 'wow', 'unreal', 'staff', 'waited', 'boarded', 'announce', 'delayed']",negative
"['ceo', 'battle', 'appease', 'passenger', 'wall', 'street']",positive
"['tape', 'work', 'every', 'airline', 'pay', 'good', 'money', 'spent', '30', 'min', 'phone', 'fix', 'zero', 'success']",negative
"['right', 'happy', 'face', 'smiley', 'game', 'set', 'match']",neutral
"['yes', '3', 'time', 'need', 'one', 'call', 'help', 'change', 'flight', 'can', 'not', 'online', 'thanks']",negative
"['pls', 'send', 'tech', '2', 'baggage', 'office', 'poor', 'guy', 'trying', '2', 'print', 'claim', 'amp', 'cant', 'need', '2', 'get', 'home', 'upgrade', '2', 'printer', 'map']",negative
"['take', 'place', 'simply', 'catlife', 'nonstop', 'st', 'lucia']",positive
"['flight', '1133', 'n353jb', 'blue', 'la', 'la', 'departs', 'route', 'san', 'juan', 'international', 'airport']",neutral
"['make', 'happy', 'hope', 'empty', 'promise']",positive
"['dropped', '3x', 'past', 'hour']",negative
"['seriously', 'want', 'work', 'jetblue', 'social', 'team', 'rt']",neutral
"['call', 'well', 'hook']",neutral
"['ive', 'called', '3', 'x', 'amp', 'waited', 'hold', '10', 'min', 'time', 'disconnected', 'time', 'engaging', 'need', 'speak', 'someone', 'help']",negative
"['usa', 'help', 'line', 'accidentally', 'booked', 'flight', 'thursday', 'instead', 'wednesday', 'want', 'switch']",neutral
"['wellpriced', 'flight', 'ahu', 'could', 'best', 'friend']",neutral
"['need', 'anybody', 'else']",positive
"['idea', 'plane', 'flight', '672', 'coming', 'thought', 'flight', '305', 'jfk', 'would', 'explain', 'delay']",negative
"['spoke', 'rep', 'phone', 'suggested', 'voice', 'concern', 'via', 'email', 'u', 'site', 'moment', 'ago']",neutral
"['pls', 'find', 'bag', 'need', '2', 'get', 'home', 'frustrating', 'hope', 'bag', 'somewhere', 'leaving', 'jfk', 'wo', 'luggage']",negative
"['tried', 'calling', 'multiple', 'time', 'wait', 'finally', 'connects', 'get', 'hung']",negative
"['airway', 'see', 'significant', 'drop', 'short', 'interest', 'blu', 'mideast', 'time']",neutral
"['yet', 'notify', 'new', 'smiling', 'face', 'smiling', 'eye']",neutral
"['worry', 'gon', 'na', 'share', 'row', 'beating', 'face', 'smiling', 'eye']",neutral
"['first', 'base', 'already', 'like', 'style']",positive
"['hold', '15', 'min', 'couple', 'ring', 'parlbox', 'set', 'yet', 'customer', 'service', 'forwarding', 'cell', 'phone', 'con']",negative
"['home', 'airport', 'count', 'badge', 'system', 'tb', 'account', 'say', '2', 'flight', 'taken', '3', 'year']",neutral
"['bag', 'check', 'cut', '30', 'minute', 'original', 'departure', 'time', 'estimated', 'time', 'shown', 'online']",neutral
"['know', 'guy', 'jet', 'lol', 'love', 'much', 'help', 'brother', 'happy', 'face', 'smiley', 'hot', 'weather', 'great', 'nightlife', '23', 'hour', 'flight']",neutral
"['airway', 'add', 'new', 'charter', 'flight', 'cuba', 'travel', 'wire', 'blog']",neutral
"['www', 'guess', 'need', 'book', 'flight', 'somewhere', 'warm', 'asap', 'suggestion']",neutral
"['love', 'traveling', 'jetblue', 'cant', 'wait', 'go', 'paris', 'oui', 'oui', 'new', 'york', 'city', 'awesome']",positive
"['customer', 'service', 'ment', 'anything', 'would', 'try', 'quoting', 'policy', 'never', 'effective', 'customer', 'service']",negative
"['thank', 'possibility', 'change']",neutral
['good'],neutral
"['thanks', 'upgrade', 'winning', 'face', 'far', 'good', 'keepitup']",positive
"['thank', 'like', 'quick', 'response', 'twitter']",positive
"['could', 'beginning', 'bluetiful', 'relationship', 'happy', 'face', 'smiley', 'lifeneedsfrosting']",positive
['apparently'],negative
"['delayed', 'brown', 'sad', 'angry', 'posting', 'flight', '1601']",negative
"['continue', 'button', 'generated', 'trip', 'plan', 'trip', 'page', 'regardless', 'far', 'along', 'flight', 'booking', 'problem', 'process', 'hint', 'end']",negative
"['mark', '15th', 'birthday', 'a320', 'painted', 'humanity', 'paint', 'job']",neutral
"['would', 'fly', 'washington', 'dc', 'see', 'actual', 'constitution', 'declaration', 'independence', 'honor', 'u', 'navy', 'friend']",neutral
"['name', 'talkin']",neutral
"['new', 'ceo', 'robin', 'hayes', 'battle', 'appease', 'passenger', 'wall', 'street', 'business', 'savannah']",neutral
"['looking', 'next', 'flyingitforward', 'fly', 'dc', 'tell', 'u', 'would', 'fly', 'amp']",neutral
"['haha', 'everything', 'right', 'change', 'thing', 'slash', 'twitter', 'engagement', 'make', 'even', 'cooler', 'bestairline']",positive
"['thank', 'sent', 'msg']",positive
"['get', 'email', 'thought', 'supposed', 'reply', 'face', 'tear', 'joy']",neutral
"['applied', 'job', 'pdf', 'could', 'go', 'follow', 'would', 'really', 'love', 'job', 'ilovejetblue']",neutral
"['connecticut', 'snowflake']",neutral
"['would', 'fly', 'somewhere', 'hotter', 'puerto', 'rico', 'come', 'lol']",neutral
"['great', 'smooth', 'flight', 'clipping', 'hand', 'thumb']",positive
"['would', 'go', '3rd', 'time', 'jamaica', 'volunteer', 'w', 'risk', 'youth', 'flyitforward', 'dc', 'stpatricksfoundation', 'rotary']",neutral
"['airway', 'short', 'interest', '35', 'january', 'blu', 'sleekmoney']",neutral
"['would', 'love', 'fly', 'best', 'friend', 'home', 'pid', 'weekend', 'smiling', 'face', 'smiling', 'eye']",positive
"['depart', 'washington', 'dc']",neutral
"['remember', 'doubtful', 'hopeful', 'brown', 'sad', 'angry', 'posting']",negative
"['thank', 'service', 'credit', 'positive', 'thought']",positive
"['give', 'chance', 'think', 'fall', 'backtodelta']",negative
"['great', 'thanks']",positive
"['responsible', 'replacing']",negative
"['new', 'stronger', 'travel', 'credit', 'help', 'cover', 'cost', 'new', 'stronger', 'crew', 'ruined', 'therefore']",negative
"['spoke', 'baggage', 'claim', 'center', 'gave', 'travel', 'credit', 'responsible', 'cost']",negative
"['heard', 'charge', '1st', 'bag', 'tighter', 'seat', 'need', 'loyal', 'jb', 'customer', 'anymore']",negative
"['getting', 'info', 'website', 'needing', 'check', 'alert', 'would', 'much', 'beneficial']",neutral
"['something', 'going', 'alert', 'flight', 'delayed', 'several', 'time', 'parent', 'receiving', 'alert']",negative
"['love', 'flying', 'great', 'service']",positive
"['new', 'ceo', 'seek', 'right', 'balance', 'please', 'passenger', 'wall', 'time', 'colonist']",neutral
"['haha', 'figured', 'meaning', 'return', 'flight', 'charlotte', 'like', 'na', 'week', 'plus']",neutral
"['rocking', 'tim', 'osgraw', 'hold', 'music']",neutral
"['thank', 'livery', 'culture', '16000', 'remembers', 'embody', 'daily', 'thanksdave']",positive
"['255', 'tomorrow', 'ric', 'bos', 'looking', 'good', 'better', 'scheduling']",neutral
"['hard', 'tell', 'told', 'wifi', 'worked', 'one', 'side', 'plane']",negative
"['learning', 'famous', 'apology', 'social', 'medium', 'marketing', 'twitter', 'asset', 'jet', 'blue']",negative
"['learning', 'awesome', 'twitter', 'management', 'today', 'social', 'medium', 'marketing', 'class', 'keep', 'good', 'work']",positive
"['normally', 'red', 'heart', 'late', 'flight', 'flight', 'experience', 'worst', '2', 'hour', 'runway', 'wifi', 'amp', 'tv', 'working', 'properly']",negative
"['matter', 'directed', 'principle', 'matter', 'gate', 'checked', 'stronger']",negative
"['bluemanity', 'brought', 'tear', 'eye', 'jetblue', 'commitment', 'giving', 'back', 'remembers', 'community', 'www', 'inspiring']",positive
"['117', 'day', 'maybe']",negative
['615'],neutral
"['well', 'try', 'see', 'soon']",neutral
"['like', 'flight', 'snack', 'flying', 'guy', '228', 'jvmchat']",positive
"['www', 'joyful', 'r', 'realtime', 'appreciation', 'jetblue', 'rockingthetweets', 'jvmchat']",positive
"['good', 'want', 'extra', 'peanut', 'flight', 'lol', 'jvmchat']",neutral
"['yes', 'great', 'realtime', 'example', 'thanks', 'awesome', 'jetblue', 'jvmchat']",positive
"['little', 'money', 'book', 'flight', '12', 'way', 'happy', 'face', 'smiley']",neutral
"['haha', 'didnt', 'disappoint', 'well', 'done', 'jvmchat']",positive
"['t5', 'little', 'month', 'ago', 'guy', 'great', 'thanks', 'everything']",positive
"['figured', 'delay', 'listed', 'almost', '2', 'hr', 'thanks', 'great', 'cheer']",negative
"['flight', 'say', 'delayed', 'estimated', 'departure', 'listed', 'arrive', 'airport', 'late', 'flight']",neutral
"['new', 'ceo', 'seek', 'right', 'balance', 'please', 'passenger', 'wall', 'weyburn', 'review']",neutral
"['glitch', 'website', 'flight', 'booking', 'problem', 'travel', 'amp', 'checking', 'nothing', 'ur', 'site', 'amp', 'airport', 'communicated', 'nightmare']",negative
['thank'],positive
"['okayyyy', 'huge', 'iron', 'way', 'promise', 'shenanigan']",neutral
"['get', 'copy', 'last', 'flight', 'showing', 'original', 'time', 'delay', 'need', 'work', 'thanks']",neutral
"['much', 'paid', 'fee', 'plus', 'hotel', 'food', 'change', 'could', 'flown', 'reliable', 'airline', 'no2jetblue']",negative
"['ceo', 'battle', 'please', 'wall', 'st', 'flyer']",neutral
"['huge', 'fan', 'great', 'brand', 'people', 'great', 'thing', 'guy', 'rock', 'happy', 'share', 'love']",positive
"['dealing', 'cancelled', 'lighted', 'flight', 'since', 'last', 'night', 'amp', 'booked', '615', 'flightwouldve', 'least', 'liked', 'see', 'ella', 'perform', 'lol']",negative
"['tough', 'choice', 'simultaneously', 'business', 'traveler', 'best', 'experience', 'long', 'time', 'wishmyflightwaslonger']",positive
"['thanks', 'great', 'service', 't5', 'already', 'lovejetblue']",positive
"['didflyfi', 'worked', 'well', 'free', 'aboard', 'flight']",positive
"['telling', 'got', 'get', 'another', 'hotel', 'food', 'spend', 'money', 'guy', 'made', 'miss', 'connection']",negative
"['already', 'spent', '300', 'stay', 'hotel', 'last', 'night', 'due', 'guy', 'scheduling', 'flight', 'since', 'cancelled', 'flightation', 'spent', 'almost', '500']",negative
"['seems', 'likely']",positive
"['rude', 'unhelpful', 'suggested', 'catch', 'flight', 'tomorrow', 'supposed', 'home', 'today', '2', 'work', 'waiting']",negative
"['ceo', 'battle', 'appease', 'passenger', 'wall', 'street']",neutral
"['unfortunately', 'hoping', 'catch', 'one', 'sometime', 'near', 'future']",neutral
"['flight', 'delayed', '25', 'hour', 'insane', 'every', 'flight', 'made', 'nyc']",negative
"['ah', 'wish', 'good', 'luck']",neutral
['continue'],negative
"['ok', 'great', 'thanks', 'great', 'flight', 'fyi', 'excited', 'fly', 'frustrated', 'able', 'check']",neutral
"['want', 'deal', 'customer', 'service', 'agent', 'practical', 'knowledgeprovide', 'direct', 'contact']",negative
"['got', 'flight', 'rescheduled', 'flight', 'form', 'pit', 'all', 'flight', 'mechanical', 'problem', 'delayed', 'hour', 'missed', 'connect']",negative
"['well', 'lucky', 'fly', 'ji', 'guess', 'would', 'even', 'quashed', 'airline', 'disappointed', 'face']",positive
"['phone', 'agent', 'pls', 'egg', 'pleasant', 'informative', 'delivered', 'star', 'star', 'star', 'star', 'star']",positive
"['hopefully', 'next', 'time', 'send', 'future', 'itinerary', 'next', 'one', 'planned', 'face', 'tear', 'joy', 'face', 'tear', 'joy']",neutral
"['omg', 'wish', 'flight', 'today', 'haha', 'always', 'next', 'time', 'fun', 'lt5']",positive
"['request', 'nothing', 'scheduling', 'customer', 'service', 'bad', 'attitude', 'today', 'badservice']",negative
"['busy', 'due', 'storm', 'customer', 'service', 'always', 'point', 'ever', 'getittogether']",negative
"['fine', 'fly', 'haha', 'come', 'random', 'pedophilia', 'need', 'extra', 'assistance']",neutral
"['oh', 'hell', 'waiting', 'get', 'hung', 'speaking', '2', 'rudeservice', 'people']",negative
"['new', 'ceo', 'seek', 'right', 'balance', 'please', 'passenger', 'wall', 'daily', 'journal']",neutral
"['thank', 'miss', 'much', 'link', 'blog', 'changed']",positive
"['internal', 'bleed', 'foot', 'flying', 'next', 'tuesday', 'brown', 'sad', 'angry', 'posting', 'leeds', 'come', 'randomly']",neutral
"['can', 'not', 'view', 'seat', 'selectionchange', 'seat', 'flight', 'tomorrow', 'look']",neutral
"['link', 'fly']",neutral
"['today', 'jetblue', 'flight', '918', 'nycgtbos', 'delayed', 'app', 'say', 'time', 'website', 'say']",negative
"['offer', 'service', 'daytona', 'beach', 'new', 'york', 'albany', 'business', 'review']",positive
"['please', 'provide', 'direct', 'email', 'explain']",negative
"['hear', 'new', 'thing', 'plane', 'fly', 'check', 'flight', 'im', 'going', 'take']",neutral
"['ceo', 'weighs', 'profit', 'flyer', 'registration']",neutral
"['flight', 'delay', 'due', 'pilot', 'overseeing', 'apparently', 'uncontrollable', 'irregularly', 'eligible', 'delay', 'compensation']",negative
"['sitting', 'plane', 'jfk', 'waiting', 'take', 'door', 'open', 'catering', 'stocking', 'delayed', 'could', 'nicer']",negative
"['really', 'caring']",neutral
"['worry', 'delay', 'minor', 'dealt', 'nicely', 'captain', 'flight', '2324', 'way']",positive
"['thanks', 'flight', 'leaf', '2', 'arriving', 'airport', 'early', 'wedding', 'vt', 'sept', 'grateful', 'fly', 'btv', 'happy', 'face', 'smiley']",positive
"['ceo', 'weighs', 'profit', 'flyer', 'registration']",neutral
"['really', 'getting', 'nerve', 'posting', 'face', 'posting', 'face', 'nothappy']",negative
"['new', 'ceo', 'seek', 'right', 'balance', 'please', 'passenger', 'wall', 'greenfield', 'daily', 'reporter']",neutral
"['better', 'time', 'call', 'flight', 'friday', 'need', 'change', 'worried', 'may', 'hold']",negative
"['one', 'agent', 'available', 'speak']",negative
"['dm', 'possible', 'following']",neutral
"['fortunately', 'staff', 'like', 'lynn', 'deeded', 'actually', 'understand', 'customer', 'service', 'simply', 'nice']",neutral
"['hung', 'another', 'waste', 'hour', 'time', 'supposed', 'book', 'one', 'way', 'award', 'flight', 'badwebsite']",negative
"['never', 'received', 'horrible', 'service', 'treated', 'poorly', 'richard', 'p', 'today', 'excuse', 'attitude', 'amp', 'ripping', 'ticket']",neutral
"['killing', 'inside']",negative
"['new', 'like', 'new', 'love', 'aa', 'impressed', 'super', 'plane', 'gate', 'agent']",negative
"['moved', 'delta', 'direct', 'thank', 'accommodation']",positive
"['agree', 'richard', 'p', 'literally', 'ripped', 'tie', 'face', 'made', 'rude', 'inappropriate', 'comment', 'u', 'family', 'awful']",neutral
"['flight', '645', 'phoenix', 'board', 'passenger', 'going', 'salt', 'lake', 'city', 'can', 'not', 'resolve', 'simple', 'bathroom', 'issue', 'fail']",negative
"['always', 'fun', 'get', 'screwed', 'earlier', 'flight', 'full', 'crummyservice', 'whydidntiflysouthwest', 'goodluckamericanair']",negative
"['shout', 'catchy', 'vega', 'airport', 'checking', 'looking', 'u']",neutral
"['oki', 'know', 'door', 'close', '10', 'minute', 'takeoff', 'stop', 'telling', 'flight', 'leave', '20', 'minute', 'boarded']",negative
"['finally', 'got', 'phone', '2', 'hour', 'wait', 'time']",negative
"['stuck', '40', 'minute', 'due', 'lavatory', 'issue', 'beverage', 'snack', 'customer', 'service', 'flt', '645', 'pho', 'fail', 'refund']",negative
"['issuing', 'travel', 'advisory', 'lt', 'thursday', 'significant', 'snow', 'storm', 'way', 'wednesday', 'night']",neutral
"['hold', 'change', 'date', 'ticket', '3', 'hour', 'someone', 'please', 'assist', 'unacceptable']",negative
"['thanks', '4', 'making', 'impossible', 'expensive', '2', 'change', '2', 'flight', 'leaving', 'less', '24', 'hr', 'earlier', 'reservation', '1lesscustomer']",negative
"['well', 'miss', 'gate', 'agent', 'revoked', 'boarding', 'pas', 'waiting', 'landed', 'time', 'lunch', 'amp', 'beverage', 'easy', 'cheese']",positive
"['cant', 'get', 'anyone', 'phone', 'help', 'award', 'travelpurchased', 'extra', 'mile', '10', 'minute', 'late', 'flight', 'mile', 'needed', 'raised']",negative
"['issued', 'travel', 'advisory', 'charlotte', 'wednesday', 'night', 'thursday', '46', 'inch', 'snow']",negative
"['need', 'help', 'ticket', 'dm']",neutral
"['deeded', 'lynn', 'great', 'phx', 'richard', 'p', 'jerk', 'rude', 'u', 'parent', 'reason']",negative
"['thanks', 'making', 'miss', 'meeting', 'dallas', '700', 'dollar', 'toilet', 'smiling', 'face', 'smiling', 'eye']",negative
"['two', 'tight', 'connection', 'charlotte', 'frankfurt']",negative
"['said', 'way', 'get', 'plane', 'leave', 'would', 'make', 'connection', '75', 'fee', 'instead', 'earlier', 'late', 'flight']",negative
"['thank', 'calling', 'cheapoairchat']",positive
"['ur', 'response', 'inconvenience', 'matter', 'wanted', 'sit', '3', 'extra', 'night', 'city', 'out', 'comp', 'donotflyusair']",negative
"['forgot', 'password', 'know', 'username', 'correct', 'want', 'use', 'mile']",neutral
"['question', 'friend', 'flight', 'got', 'cancelled', 'lighted', 'book', 'flight', 'leaving', 'chs', 'philly', 'germany']",neutral
"['yes', 'confirmation', 'number']",neutral
"['know', 'suicide', 'second', 'leading', 'cause', 'death', 'among', 'teen', '1024']",neutral
"['getting', 'sorted', 'thanks']",positive
"['sadly', 'currently', 'booked', 'one', 'flight', 'tomorrow', 'changing']",negative
"['certainly', 'impression']",neutral
"['standby', 'far', 'two', 'u', 'snow', 'storm', 'hitting', 'iowa', 'tomorrow', 'could', 'stuck', 'two', 'day']",negative
['thank'],positive
"['know', 'left', 'something', 'last', 'flight', 'literally', 'run', 'make', 'connection', 'retrieve', 'please']",neutral
"['can', 'not', 'check', 'online', 'flight', 'tomorrow']",negative
"['standing', 'gate', '45', 'min', 'trying', 'go', 'standby', 'bc', 'miss', 'connection', 'help', 'fly', 'u', 'airway']",negative
"['assured', 'pleasant', 'woman', 'gate', 'b11', 'albany', 'ny', 'life', 'perfect', 'would', 'heard', 'enough']",negative
"['get', 'receipt', 'change', 'fee', 'originally', 'booked', 'mile']",neutral
"['bother', 'following', 'booked', 'understands', 'just', 'srv', 'provided', 'lunch', '4', 'delay', 'amp', 'upgraded', 'seat']",negative
"['even', 'offered', 'fly', 'another', 'airport', 'said', 'could', 'explanation', 'cant']",neutral
"['travel', 'advisory', 'coming', 'carolina', 'bad', 'weather']",neutral
"['error', 'w', 'preferred', 'status', 'amp', 'able', 'reach', 'agent', 'via', 'phone', 'travel', 'friday', 'need', 'resolved', 'contact', 'info']",negative
"['pilot', 'forget', 'log', 'book', 'waiting', 'plane', '45', 'min', 'alsonodrinkcartcomingaround']",negative
"['already', 'one', 'person', 'said', 'could', 'anything', 'another', 'said', 'know', 'first', 'person', 'talked', '2', 'said']",negative
"['hour', 'hold', 'far']",negative
"['rt', 'nice', 'another', 'delay', 'second', 'one', 'trip', 'left', 'engine', 'leakingwhats', 'next', 'user', 'nothappy']",negative
"['want', 'love', '43', 'minute', 'hold', 'help', 'understand', 'switched', 'loyalty', 'program']",negative
"['59', 'minute', 'nice', 'customer', 'service', 'got', 'going']",negative
"['44', 'minute', 'hold', 'far', 'still', 'spoke', 'human', 'never', 'using']",negative
"['email', 'address', 'page']",neutral
"['idea', 'upset', 'frustrated', 'right', 'sure', 'follow', 'never', 'flying']",negative
"['person', 'go', 'number', 'one', 'standby', 'list', 'number', 'twelve', 'three', 'hour', 'super', 'platinum', 'diamond', 'status']",negative
"['forget', 'reservation', 'thank', 'great', 'leadership', 'company', 'cancelled', 'lighted', 'flight', 'thank']",negative
"['great', 'job', 'today', 'team', 'challenging', 'weather', 'delay', 'flight', '1925', 'charlotte', 'travel', 'friendlyteam']",positive
"['airport', 'snow', 'removal', 'method', '22', 'keep', 'good', 'work', 'folk', 'cessnas', 'become', '747s']",neutral
"['can', 'not', 'even', 'accommodate', 'u', 'letting', 'u', 'fly', 'another', 'airport', 'horrible', 'service', 'fault']",neutral
"['saturday', 'snow', 'dc', 'area', 'excited', 'flight', 'cancelled', 'lighted', 'sad', 'went', 'missing']",negative
"['love', 'guy', 'amp', 'gon', 'na', 'let', 'finish', 'hold', '1', 'hour', 'trying', 'book', 'flight', 'w', 'voucher']",negative
"['helpful', 'employee', 'changed', 'boarding', 'zone', 'would', 'space', 'pump', 'disciplined', 'fail']",negative
"['need', 'talk', 'person', 'bag', 'waiting', 'hold', 'two', 'hour', 'bag', 'sb', 'delivered', 'last', 'night', 'online', 'say', 'found']",negative
"['2', 'call', 'amp', 'wasted', '3', 'hr', 'hold', 'change', 'coming', 'divided', 'award', 'weather', 'relate', 'flight', 'flight', 'all', 'disconnected', '2x', 'please', 'help']",neutral
"['want', 'sympathy', 'want', 'someone', 'make', 'effort', 'find', 'bag']",negative
"['spoke', 'someone', 'told', 'breast', 'pump', 'medical', 'equipment', 'planned', 'better']",negative
"['800', 'referred', 'back', 'baggage', 'service', 'left', 'airport', 'seat', '17a']",negative
"['thank', 'much']",positive
"['left', 'personal', 'stuff', 'us4551', 'photo', 'hour', 'ago', 'went', 'baggage', 'told', 'plane', 'left', 'call', '800']",neutral
"['first', 'impression', 'hard', 'reverse', 'horrible', 'first', 'experience', 'never', 'fly']",negative
"['phone', 'number', 'email', 'address', 'customer', 'service']",neutral
"['going', 'planned', 'understatement', 'flight', 'changed', 'family', 'emergency', 'would', 'cancelled', 'flight']",negative
"['2', 'hour', 'plane', 'least', 'got', 'u', 'direct', 'flight', 'couple', 'hour', 'late', 'flight', 'united']",negative
"['sadly', 'help', 'meeting', 'work', 'today', 'seeing', 'presentation', 'major', 'strike']",negative
"['eye', 'looking', 'panda', 'better', 'chance', 'bringing', 'home']",negative
"['bag', 'still', 'lost', 'get', 'anyone', 'phone', 'assist', 'tracking', 'update', 'stopped']",negative
['thanks'],positive
"['make', 'reservation']",neutral
"['make', 'reservation', 'yet', 'changing', 'name', 'dividend', 'mile', 'account']",neutral
"['167', 'minute', 'im', 'trained', 'con', 'can', 'not', 'better']",negative
"['qualify', 'free', '1st', 'checked', 'bag', 'applied', 'checking', 'using', 'companion', 'ticket']",neutral
"['direct', 'number', 'dividend', 'mile', 'account', 'info', 'every', 'time', 'try', 'get', 'actually', 'hung']",negative
"['trying', 'use', 'chairman', 'upgrade', 'cert', 'flt', '740', '22614', 'told', 'option', '10', 'open', 'seat', 'thanks']",negative
"['trying', 'call', 'since', 'yesterday', 'keep', 'getting', 'hung', 'get']",negative
"['charge', 'oversized', 'overweight']",neutral
"['legal', 'last', 'name', 'technically', 'name', 'change', 'used', 'wrong', 'name']",neutral
"['award', 'travel', 'ticket', 'can', 'not', 'since', 'different', 'last', 'name', 'simply', 'need', 'change']",negative
"['hi', 'dividend', 'mile', 'account', 'accidentally', 'listed', 'newly', 'married', 'name', 'opposed', 'legal', 'name', 'trying', 'book']",neutral
"['ok', 'thank', 'you', 'call', 'spain', 'u', 'seating', 'assistance']",negative
"['check', 'bag', 'final', 'destination', 'even', 'though', 'bought', 'separate', 'ticket', 'id', 'phl', 'phl', 'israel']",neutral
"['2day', 'coffee', 'amp', '1', 'working', 'toilet', 'read', 'domestic', 'airline', 'whining', 'foreign', 'competition', 'coincidence', 'openskies']",negative
"['much', 'check', 'golf', 'club', 'flight', 'might', 'oversized']",neutral
"['im', 'unable', 'use', 'departing', 'flight', 'still', 'use', 'returning', 'flight']",neutral
"['possible', 'cancelled', 'flight', 'reservation', 'online']",neutral
"['hold', 'ebook', 'cancelled', 'lighted', 'flight', 'two', 'hour', 'know', 'weather', 'huge', 'impact', 'anticipate']",negative
"['hold', '5', 'hour', 'believe', 'overcharged', '200', 'flight', 'need', 'immediate', 'explanation', 'help']",negative
"['thank', 'although', 'using', 'mile', 'card', 'flight', 'booking', 'problem', 'companion', 'ticket', 'booked', 'phone']",neutral
"['made', 'thx']",positive
"['still', 'hold1', 'hr', '27', 'minsthank', 'god', 'chairman', 'status', 'status', 'match']",negative
"['phone', 'line', 'call', 'affected', 'bad', 'weather', 'trying', 'book', 'vacation', 'eye']",neutral
"['worst', 'customer', 'service', 'can', 'not', 'even', 'get', 'rep', 'got', 'ta', 'kidding']",negative
"['maybe', 'hold', '30', 'minute', 'would', 'amazing']",negative
"['real', 'live', 'person', 'talk', 'person', 'whose', 'luggage', 'lost', '4', 'day', 'vacation', 'wrecked']",negative
"['lt', 'departure', 'delayed', 'hoping', 'make', 'connection', 'lengthy', 'take', 'delay', 'endless', 'taxing', 'lt']",negative
"['glad', 'retreated', 'otherwise', 'would', 'ignore', 'numerous', 'tweet', 'sent', 'fucking', 'amazing']",positive
"['frustrating', 'still', 'gotten', 'back', 'bag', 'sent', 'ny', 'mystery', 'shame', 'time']",negative
"['never', 'travel', 'u', 'airway', 'flew', 'la', 'dc', 'last', 'night', '2nd', 'time', 'airline', 'bag', 'arrive']",negative
"['haha', 'worry', 'guy', 'best', '1', 'spelling', 'name', 'correctly']",positive
"['like', 'call', 'iv', 'trying', 'since', 'yesterday', 'one', 'answering']",negative
"['csr', 'phl', 'suck', 'flt', '3883', 'get', 'cd', 'get', 'revoked', 'next', 'day', 'standby', '4011', 'hopeful']",negative
"['hello', 'anyone', 'behind', 'twitter', 'account', 'badcustomerservice']",negative
"['keep', 'getting', 'hung', 'please', 'respond', 'book', 'ticket', 'able', 'buy', 'one', 'unless', 'speak', 'someone']",negative
"['hey', 'yeah', 'last', 'time', 'got', 'phone', 'call', 'flight', 'cancelled', 'lighted', 'washington', 'dc', 'boston']",negative
"['prepared', 'weather', 'want', 'find', 'take', 'train', 'phl', 'catch', 'connection']",negative
"['deciding', 'wreck', 'vacation', 'losing', 'luggage', 'cancelled', 'lighted', 'flight', 'go', 'maneuver']",negative
"['see', 'board', 'tomorrow']",positive
"['hold', '40', 'minute', 'calling', 'flight', 'delayed', 'type', 'service', 'acceptable']",negative
"['hold', '2', 'hour', 'something', 'could', 'done', 'less', '1', 'minute', 'availableyour', 'site', 'ux', 'awe', 'full']",negative
